filename,source_url,source
01_teacher_child.jpg,https://images.pexels.com/photos/34708272/pexels-photo-34708272.jpeg?cs=srgb&dl=pexels-caleboquendo-34708272.jpg&fm=jpg,Pexels
02_montessori_group.jpg,https://images.pexels.com/photos/31864433/pexels-photo-31864433.jpeg?cs=srgb&dl=pexels-bipspatiala-31864433.jpg&fm=jpg,Pexels
03_preschool_teacher.jpg,https://images.pexels.com/photos/8363783/pexels-photo-8363783.jpeg?cs=srgb&dl=pexels-rdne-8363783.jpg&fm=jpg,Pexels
04_classroom_teacher.jpg,https://images.pexels.com/photos/18506737/pexels-photo-18506737.jpeg?cs=srgb&dl=pexels-kimmi-jun-201206578-18506737.jpg&fm=jpg,Pexels
05_teacher_child_study.jpg,https://images.pexels.com/photos/8923257/pexels-photo-8923257.jpeg?cs=srgb&dl=pexels-mikhail-nilov-8923257.jpg&fm=jpg,Pexels
06_counting_lesson.jpg,https://images.pexels.com/photos/8613088/pexels-photo-8613088.jpeg?cs=srgb&dl=pexels-yankrukov-8613088.jpg&fm=jpg,Pexels
07_classroom_lesson.jpg,https://images.pexels.com/photos/8923154/pexels-photo-8923154.jpeg?cs=srgb&dl=pexels-mikhail-nilov-8923154.jpg&fm=jpg,Pexels
08_story_activity.jpg,https://images.pexels.com/photos/11163602/pexels-photo-11163602.jpeg?cs=srgb&dl=pexels-nikitaxnikitin-11163602.jpg&fm=jpg,Pexels
09_storytime.jpg,https://images.pexels.com/photos/8535594/pexels-photo-8535594.jpeg?cs=srgb&dl=pexels-kseniachernaya-8535594.jpg&fm=jpg,Pexels
10_montessori_materials.jpg,https://images.pexels.com/photos/31864409/pexels-photo-31864409.jpeg?cs=srgb&dl=pexels-bipspatiala-31864409.jpg&fm=jpg,Pexels
11_independent_work.jpg,https://images.pexels.com/photos/31864405/pexels-photo-31864405.jpeg?cs=srgb&dl=pexels-bipspatiala-31864405.jpg&fm=jpg,Pexels
12_wooden_classroom.jpg,https://images.pexels.com/photos/20101037/pexels-photo-20101037.jpeg?cs=srgb&dl=pexels-director-muuh-321947994-20101037.jpg&fm=jpg,Pexels
13_classroom_interior.jpg,https://images.pexels.com/photos/8088235/pexels-photo-8088235.jpeg?cs=srgb&dl=pexels-artempodrez-8088235.jpg&fm=jpg,Pexels
14_montessori_shelf.jpg,https://images.pexels.com/photos/8923959/pexels-photo-8923959.jpeg?cs=srgb&dl=pexels-mikhail-nilov-8923959.jpg&fm=jpg,Pexels
15_wooden_blocks.jpg,https://images.pexels.com/photos/3933276/pexels-photo-3933276.jpeg?cs=srgb&dl=pexels-tatianasyrikova-3933276.jpg&fm=jpg,Pexels
16_toddler_blocks.jpg,https://images.pexels.com/photos/3933279/pexels-photo-3933279.jpeg?cs=srgb&dl=pexels-tatianasyrikova-3933279.jpg&fm=jpg,Pexels
17_school_garden.jpg,https://images.pexels.com/photos/34526427/pexels-photo-34526427.jpeg?cs=srgb&dl=pexels-mickael-ange-konan-2156070331-34526427.jpg&fm=jpg,Pexels
18_students_outdoors.jpg,https://images.pexels.com/photos/32037741/pexels-photo-32037741.jpeg?cs=srgb&dl=pexels-finix-photographer-826467311-32037741.jpg&fm=jpg,Pexels
19_montessori_shapes.jpg,https://images.pexels.com/photos/8923956/pexels-photo-8923956.jpeg?cs=srgb&dl=pexels-mikhail-nilov-8923956.jpg&fm=jpg,Pexels
20_schoolyard_play.jpg,https://images.pexels.com/photos/35871614/pexels-photo-35871614.png?cs=srgb&dl=pexels-ng-c-bich-ki-u-677928210-35871614.jpg&fm=jpg,Pexels
21_garden_watering.jpg,https://images.pexels.com/photos/16850895/pexels-photo-16850895.jpeg?cs=srgb&dl=pexels-nasirun-khan-102497153-16850895.jpg&fm=jpg,Pexels
22_montessori_task.jpg,https://images.pexels.com/photos/31864449/pexels-photo-31864449.jpeg?cs=srgb&dl=pexels-bipspatiala-31864449.jpg&fm=jpg,Pexels
23_friendship_outdoors.jpg,https://images.pexels.com/photos/35107665/pexels-photo-35107665.jpeg?cs=srgb&dl=pexels-gsregvrd-2158023856-35107665.jpg&fm=jpg,Pexels
24_outdoor_learning.jpg,https://images.pexels.com/photos/31864432/pexels-photo-31864432.jpeg?cs=srgb&dl=pexels-bipspatiala-31864432.jpg&fm=jpg,Pexels
25_india_schoolyard.jpg,https://images.pexels.com/photos/37815945/pexels-photo-37815945.jpeg?cs=srgb&dl=pexels-mangalam-bhargava-852630295-37815945.jpg&fm=jpg,Pexels
26_playground.jpg,https://images.pexels.com/photos/8926842/pexels-photo-8926842.jpeg?cs=srgb&dl=pexels-thirdman-8926842.jpg&fm=jpg,Pexels
27_reading_group.jpg,https://images.pexels.com/photos/8535177/pexels-photo-8535177.jpeg?cs=srgb&dl=pexels-kseniachernaya-8535177.jpg&fm=jpg,Pexels
28_children_reading.jpg,https://images.pexels.com/photos/18650478/pexels-photo-18650478.jpeg?cs=srgb&dl=pexels-school-projects-749994697-18650478.jpg&fm=jpg,Pexels
29_art_class.jpg,learning.jpg?cs=srgb&dl=pexels-kseniachernaya-8535198.jpg&fm=jpg,Pexels
30_watercolor_activity.jpg,https://images.pexels.com/photos/8612967/pexels-photo-8612967.jpeg?cs=srgb&dl=pexels-yankrukov-8612967.jpg&fm=jpg,Pexels
